abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Habib Ounalli', 'Ines Fayech']",10.5220/0004603100740081,,,2013,Automatic Constructing OWL Ontology from Relational Database Schema: ,"['Proceedings of the 2nd International Workshop on Web Intelligence', 'Proceedings of the 2nd International Workshop on Web Intelligence', 'Proceedings of the 2nd International Workshop on Web Intelligence']",,,Artificial Intelligence
,"['Habib Ounalli', 'Ines Fayech']",10.5220/0004603100740081,,,2013,Automatic Constructing OWL Ontology from Relational Database Schema: ,"['Proceedings of the 2nd International Workshop on Web Intelligence', 'Proceedings of the 2nd International Workshop on Web Intelligence', 'Proceedings of the 2nd International Workshop on Web Intelligence']",,,Artificial Intelligence
,"['Esmaeil Kheirkhah', 'Mona Dadjoo']",10.5121/ijwest.2015.6102,,1,2015,An Approach For Transforming of Relational Databases to OWL Ontology,"['International journal of Web & Semantic Technology', 'International journal of Web & Semantic Technology']",,,Artificial Intelligence
,"['Lee S Dtd2owl', 'Lee Y ', 'Ttt Pham']",10.1145/1655925.1655949,,,2009,Automatic transforming XML documents into OWL Ontology,,,,Artificial Intelligence
,"['Ahmed A ', 'S A Mokhtar', 'N Yahia']",,,,2012,Automatic generation of OWL ontology from XML data source,,,,Artificial Intelligence
,"['S Roy', 'K P Sawant', 'D Lacoste']",https://doi.org/10.1145/1953355.1953376,,,2011,An efficient XML to OWL converter,,,,Artificial Intelligence
,"['B ', 'Peter F Nguyen', 'C Matheus', 'I Bedini']",10.1109/ICSC.2011.77,,,2011,Transforming XML schema to OWL using patterns,,,,Artificial Intelligence
,"['N Cullot', 'R Ghawi']",10.1109/DEXA.2009.68,,,2009,Building ontologies from XML data sources,,,,Artificial Intelligence
,"['N Nicolle', 'C Cruz']",,,,2008,Ontology enrichment and automatic population from XML data,,,,Artificial Intelligence
,"['S Christodoulakis', 'C Tsinaraki']",10.1007/978-3-540-76848-7_57,,,2007,"Interoperability of XML schema applications with OWL domain. In: Knowledge and semantic web tools, on the move to meaningful internet systems",,,,Artificial Intelligence
,"['S Auer', 'H Bohring']",,,,2005,Mapping XML to OWL ontologies,,,,Artificial Intelligence
,"['D Trastour', 'C Zirpins', 'M Ferdinand']",https://doi.org/10.1007/978-3-540-27834-4_44,,,2004,Lifting XML schema to OWL,,,,Artificial Intelligence
,"['Sören Auer', 'Hannes Bohring']",,,,2015,Mapping XML to OWL Ontologies,"Jantke, Klaus P. AND Fähnrich, Klaus-Peter AND Wittig, Wolfgang S.",,,Artificial Intelligence
,"['Z. M. Ma', 'Fu Zhang']",10.1007/s10489-013-0446-4,,7,2013,Representing and Reasoning About XML with Ontologies,Applied Intelligence,,,Artificial Intelligence
,"['SungYoung Lee', 'Young-Koo Lee', 'Pham Thi Thu Thuy']",10.1145/1655925.1655949,,,2009,DTD2OWL: automatic transforming XML documents into OWL ontology,"Proceedings of the 2nd International Conference on Interaction Sciences Information Technology, Culture and Human - ICIS '09",,,Artificial Intelligence
,"['Safia Nait Bahloul', 'Mokhtaria Hacherouf']",10.1016/j.procs.2015.08.506,,,2015,DTD2OWL2: A New Approach for the Transformation of the DTD to OWL,Procedia Computer Science,,,Artificial Intelligence
,"['Christophe Nicolle', 'Christophe Cruz']",10.5220/0003629603610364,,,2011,A GRAPH-BASED TOOL FOR THE TRANSLATION OF XML DATA TO OWL-DL ONTOLOGIES: ,Proceedings of the International Conference on Knowledge Engineering and Ontology Development,,,Artificial Intelligence
,"['Zied Elouedi', 'Nahla Ben Amor', 'Sehl Mellouli', 'Imen Boukhris', 'Raouia Ayachi']",10.1007/s10209-015-0442-z,https://link.springer.com/article/10.1007%2Fs10209-015-0442-z,10,2015,Proactive and reactive e-government services recommendation,Universal Access in the Information Society,,,Artificial Intelligence
,"['Manuel Fernandez Iglesias', 'Juan M. Santos Gago', 'Roberto Soto Barreiros', 'Luis Alvarez Sabucedo']",10.1109/dictap.2012.6215392,https://ieeexplore.ieee.org/document/6215392,5,2012,A hybrid Semantic driven recommender for services in the eGovernment domain,2012 Second International Conference on Digital Information and Communication Technology and it's Applications (DICTAP),,,Artificial Intelligence
,"['Andreas Meier', 'Luis Terán']",10.1007/978-3-642-15172-9_6,https://link.springer.com/chapter/10.1007%2F978-3-642-15172-9_6,,2010,A Fuzzy Recommender System for eElections,Electronic Government and the Information Systems Perspective,,,Artificial Intelligence
,"['Anna Stachowiak', 'Krzysztof Dyczkowski']",10.1007/978-3-642-31715-6_47,https://link.springer.com/chapter/10.1007%2F978-3-642-31715-6_47,,2012,A Recommender System with Uncertainty on the Example of Political Elections,Communications in Computer and Information Science,,,Artificial Intelligence
,"['Olga Gil', 'María E. Cortés-Cediel', 'Alejandro Bellogín', 'Iván Cantador']",10.1145/3127325.3127330,https://dl.acm.org/doi/abs/10.1145/3127325.3127330,8,2017,Personalized recommendations in e-participation: offline experiments for the 'Decide Madrid' platform,Proceedings of the International Workshop on Recommender Systems for Citizens,,,Artificial Intelligence
,"['Harith Alani', 'Miriam Fernández', 'María E. Cortés-Cediel', 'Iván Cantador']",10.1145/3240323.3240391,https://dl.acm.org/doi/10.1145/3240323.3240391,9,2018,What's going on in my city?: recommender systems and electronic participatory budgeting,Proceedings of the 12th ACM Conference on Recommender Systems,,,Artificial Intelligence
,"['David Trastour', 'Christian Zirpins', 'Matthias Ferdinand']",10.1007/978-3-540-27834-4_44,,,2004,Lifting XML Schema to OWL,Lecture Notes in Computer Science,,,Artificial Intelligence
,"['Qin Yan', 'Lili Lin', 'Wenjie He', 'Yuyan Ni', 'Zhuoming Xu']",10.1007/s11280-011-0147-z,,11,2011,Automatic extraction of OWL ontologies from UML class diagrams: a semantics-preserving approach,World Wide Web,,,Artificial Intelligence
,"['Karim Baïna', 'Salah Baïna', 'Bouchra El Idrissi']",10.1007/978-3-319-18422-7_21,,,2015,Ontology Learning from Relational Database: How to Label the Relationships Between Concepts?,"Beyond Databases, Architectures and Structures",,,Artificial Intelligence
,"['Christophe Cruz', 'Safia Nait Bahloul', 'Mokhtaria Hacherouf']",10.1177/0165551514565972,,2,2015,Transforming XML documents to OWL ontologies: A survey,Journal of Information Science,,,Artificial Intelligence
,"['Matteo Palmonari', 'Marco Cremaschi', 'Claudio Baldassarre']",10.1109/dexa.2013.25,https://ieeexplore.ieee.org/abstract/document/6621364,8,2013,Bridging the Gap between Citizens and Local Administrations with Knowledge-Based Service Bundle Recommendations,2013 24th International Workshop on Database and Expert Systems Applications,,,Artificial Intelligence
,"['A SORIANOASENSI', 'J GOMEZSANCHIS', 'E SORIAOLIVAS', 'E BALAGUERBALLESTER', 'A PALOMARES', 'J MARTINGUERRERO']",10.1016/j.eswa.2005.07.025,https://www.sciencedirect.com/science/article/abs/pii/S0957417405001582,2,2006,Studying the feasibility of a recommender in a citizen web portal based on user modeling and clustering algorithms,Expert Systems with Applications,,,Artificial Intelligence
,"['Dhvani Shah', 'Akshar Joshi', 'Arpit Patel', 'Adwait Kaley', 'Shishir Mathur', 'Subhankar Dhar', 'Magdalini Eirinaki']",10.1016/j.compenvurbsys.2018.03.006,,7,2018,A building permit system for smart cities: A cloud-based framework,"Computers, Environment and Urban Systems",,,Artificial Intelligence
,"['Tharam Dillon', 'Elizabeth Chang', 'Shuxin Zhao']",10.1109/IRI.2008.4583022,https://doi.org/10.1109/IRI.2008.4583022,7,2008,Knowledge extraction from web-based application source code: An approach to database reverse engineering for ontology development,"['Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration']",,,Artificial Intelligence
,Bontcheva Kalina,,https://ebooks.iospress.nl/volumearticle/37269,,2014,Learning Ontologies from Software Artifacts: Exploring and Combining Multiple Choices,"['IOS Press', 'IOS Press']",,,Artificial Intelligence
,"['Gaoussou Camara', 'Azanzi Jiomekong']",,https://doi.org/10.1007/978-3-319-77703-0_12,,2018,An Approach for Knowledge Extraction from Source Code (KNESC) of Typed Programming Languages,"['Trends and Advances in Information Systems and Technologies - Volume 1', 'Trends and Advances in Information Systems and Technologies - Volume 1']",,,Artificial Intelligence
,"['Gaoussou Camara', 'Azanzi Jiomekong']",,https://doi.org/10.1109/AICCSA.2017.99,,2017,Knowledge Extraction from Source Code Based on Hidden Markov Model: Application to EPICAM,14th IEEE/ACS International Conference on Computer Systems and Applications,,,Artificial Intelligence
,"['Gaoussou Camara', 'Azanzi Jiomekong']",,https://doi.org/10.1007/978-3-319-77703-0_12,,2018,An Approach for Knowledge Extraction from Source Code (KNESC) of Typed Programming Languages,"['Trends and Advances in Information Systems and Technologies - Volume 1', 'Trends and Advances in Information Systems and Technologies - Volume 1']",,,Artificial Intelligence
,"['Vaclav Snasel', 'Michal Kratky', 'Pavel Praks', 'Ondrej Svab', 'Vojtech Svatek', 'Martin Labsky']",10.1109/WI.2005.78,https://doi.org/10.1109/WI.2005.78,9,2005,Information Extraction from HTML Product Catalogues: From Source Code and Images to RDF,"['IEEE / WIC / ACM International Conference on Web Intelligence', 'IEEE / WIC / ACM International Conference on Web Intelligence']",,,Artificial Intelligence
,"['Tharam Dillon', 'Elizabeth Chang', 'Shuxin Zhao']",10.1109/IRI.2008.4583022,https://doi.org/10.1109/IRI.2008.4583022,7,2008,Knowledge extraction from web-based application source code: An approach to database reverse engineering for ontology development,"['Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration']",,,Artificial Intelligence
,"['S. Sagayaraj', 'Gopinath Ganapathy']",10.14569/IJACSA.2011.020218,http://dx.doi.org/10.14569/IJACSA.2011.020218,,2011,To Generate the Ontology from Java Source Code,"['International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications']",,,Artificial Intelligence
,"['Maurizio Atzori', 'Mattia Atzeni']",10.1007/978-3-319-68204-4_2,https://doi.org/10.1007/978-3-319-68204-4_2,,2017,CodeOntology: RDF-ization of Source Code,"['ISWC 2017', '']",,,Artificial Intelligence
,"['Maurizio Atzori', 'Mattia Atzeni']",10.1007/978-3-319-68204-4_2,https://doi.org/10.1007/978-3-319-68204-4_2,,2017,CodeOntology: RDF-ization of Source Code,"['ISWC 2017', '']",,,Artificial Intelligence
,"['Maurizio Atzori', 'Mattia Atzeni']",,http://ceur-ws.org/Vol-1963/paper543.pdf,,2017,CodeOntology: Querying Source Code in a Semantic Framework,ISWC,,,Artificial Intelligence
,Bontcheva Kalina,,https://ebooks.iospress.nl/volumearticle/37269,,2014,Learning Ontologies from Software Artifacts: Exploring and Combining Multiple Choices,"['IOS Press', 'IOS Press']",,,Artificial Intelligence
,"['Vaclav Snasel', 'Michal Kratky', 'Pavel Praks', 'Ondrej Svab', 'Vojtech Svatek', 'Martin Labsky']",10.1109/WI.2005.78,https://doi.org/10.1109/WI.2005.78,9,2005,Information Extraction from HTML Product Catalogues: From Source Code and Images to RDF,"['IEEE / WIC / ACM International Conference on Web Intelligence', 'IEEE / WIC / ACM International Conference on Web Intelligence']",,,Artificial Intelligence
,"['S. Sagayaraj', 'Gopinath Ganapathy']",10.14569/IJACSA.2011.020218,http://dx.doi.org/10.14569/IJACSA.2011.020218,,2011,To Generate the Ontology from Java Source Code,"['International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications']",,,Artificial Intelligence
,"['Tharam Dillon', 'Elizabeth Chang', 'Shuxin Zhao']",10.1109/IRI.2008.4583022,https://doi.org/10.1109/IRI.2008.4583022,7,2008,Knowledge extraction from web-based application source code: An approach to database reverse engineering for ontology development,"['Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration', 'Proceedings of the {IEEE} International Conference on Information Reuse and Integration']",,,Artificial Intelligence
,"['S. Sagayaraj', 'Gopinath Ganapathy']",10.14569/IJACSA.2011.020218,http://dx.doi.org/10.14569/IJACSA.2011.020218,,2011,To Generate the Ontology from Java Source Code,"['International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications', 'International Journal of Advanced Computer Science and Applications']",,,Artificial Intelligence
,"['Lei Yang', 'Feng Zhu', 'Zhizhong Shi', 'Tao Lei', 'Xiao Liang', 'Haifeng Sun', 'Duoxing Liu', 'Zhengwei Lv']",10.18653/v1/s19-2150,https://www.aclweb.org/anthology/S19-2150.pdf,6,2019,AUTOHOME-ORCA at SemEval-2019 Task 8: Application of BERT for Fact-Checking in Community Forums,Proceedings of the 13th International Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Vasudeva Varma', 'Manish Gupta', 'Manish Shrivastava', 'Vijayasaradhi Indurthi', 'Bakhtiyar Syed']",10.18653/v1/s19-2203,https://www.aclweb.org/anthology/S19-2203.pdf,6,2019,Fermi at SemEval-2019 Task 8: An elementary but effective approach to Question Discernment in Community QA Forums,Proceedings of the 13th International Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Preslav Nakov', 'Mitra Mohtarami', 'Ramy Baly', 'Pepa Atanasova', 'Georgi Karadzhov', 'Tsvetomila Mihaylova']",10.18653/v1/s19-2149,https://www.aclweb.org/anthology/S19-2149.pdf,6,2019,SemEval-2019 Task 8: Fact Checking in Community Question Answering Forums,Proceedings of the 13th International Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Max Welling', 'Thomas N Kipf']",,https://arxiv.org/abs/1609.02907,,2016,Semi-supervised classification with graph convolutional networks,arXiv preprint arXiv:1609.02907,,,Artificial Intelligence
,"['Elena Demidova', 'Jonathon Hare', 'Stefan Siersdorfer', 'Sergej Zerr']",10.1145/2348283.2348292,,,2012,Privacy-aware image classification and search,Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval - SIGIR '12,,,Artificial Intelligence
,"['Gábor Recski', 'Andras Kornai', 'Kinga Gémes', 'Ádám Kovács']",,,12,2020,BMEAUT at SemEval-2020 Task 2: Lexical Entailment with Semantic Graphs,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Goran Glavaš', 'Ivan Vulić', 'Anna Korhonen', 'Simone Paolo Ponzetto']",,,12,2020,SemEval-2020 Task 2: Predicting Multilingual and Cross-Lingual (Graded) Lexical Entailment,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Roman Lyapin', 'Martin Pömsl']",,,12,2020,CIRCE at SemEval-2020 Task 1: Ensembling Context-Free and Context-Dependent Word Representations,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Jakub Sido', 'Stephen Taylor', 'Pavel Přibáň', 'Ondřej Pražák']",,,12,2020,UWB at SemEval-2020 Task 1: Lexical Semantic Change Detection,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Nina Tahmasebi', 'Haim Dubossarsky', 'Simon Hengchen', 'Barbara McGillivray', 'Dominik Schlechtweg']",,,12,2020,SemEval-2020 Task 1: Unsupervised Lexical Semantic Change Detection,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Carl Dockhorn', 'Franck Dernoncourt', 'Nicholas Miller', 'Sasha Spala']",,,,2020,SemEval-2020 Task 6: Definition Extraction from Free Text with the DEFT Corpus,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Mohammad Taher Pilehvar', 'Ivan Vulić', 'Matej Ulčar', 'Nikola Ljubešić', 'Senja Pollak', 'Matthew Purver', 'Carlos Santos Armendariz']",,,12,2020,SemEval-2020 Task 3: Graded Word Similarity in Context,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Yue Zhang', 'Xiaodan Zhu', 'Yilong Wang', 'Yili Jin', 'Shuailong Liang', 'Cunxiang Wang']",,,12,2020,SemEval-2020 Task 4: Commonsense Validation and Explanation,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,"['Helen Yannakoudakis', 'Ekaterina Shutova', 'Georgios Antoniou', 'Santhosh Rajamanickam', 'Shantanu Chandra', 'Nithin Holla', 'Phillip Lippe']",,,12,2020,A Multimodal Framework for the Detection of Hateful Memes,arXiv:2012.12871 [cs],,,Artificial Intelligence
,"['Zhenhao Chen', 'Yi Zhou']",,,12,2020,Multimodal Learning for Hateful Memes Detection,arXiv:2011.12870 [cs],,,Artificial Intelligence
,"['Siyao Li', 'Japsimar Singh Wahi', 'Abhishek Das']",,,12,2020,Detecting Hate Speech in Multi-modal Memes,arXiv:2012.14891 [cs],,,Artificial Intelligence
,"['Jewgeni Rose', 'Riza Velioglu']",,,12,2020,Detecting Hate Speech in Memes Using Multimodal Deep Learning Approaches: Prize-winning solution to Hateful Memes Challenge,arXiv:2012.12975 [cs],,,Artificial Intelligence
,"['Guillermo Suarez-Tangil', 'Gianluca Stringhini', 'Michael Sirivianos', 'Emiliano De Cristofaro', 'Jeremy Blackburn', 'Tristan Caulfield', 'Savvas Zannettou']",10.1145/3278532.3278550,,10,2018,On the Origins of Memes by Means of Fringe Web Communities,Proceedings of the Internet Measurement Conference 2018,,,Artificial Intelligence
,"['Kenneth Joseph', 'Muhammad Aamir Masood', 'Yuhao Du']",,,,2020,Understanding Visual Memes: An Empirical Analysis of Text Superimposed on Memes Shared on Twitter,International AAAI Conference on Web and Social Media (ICWSM),,,Artificial Intelligence
,"['Sara Tonelli', 'Alessio Palmero Aprosio', 'Stefano Menini']",,,,2020,A Multimodal Dataset of Images and Text to Study Abusive Language,,,,Artificial Intelligence
,"['Subhankar Mishra', 'Nalin Kumar', 'Deepak Kumar']",,,12,2020,QUARC: Quaternion Multi-Modal Fusion Architecture For Hate Speech Classification,"arXiv:2012.08312 [cs, eess]",,,Artificial Intelligence
,"['Justin Johnson', 'Karan Desai']",,,6,2020,VirTex: Learning Visual Representations from Textual Annotations,arXiv:2006.06666 [cs],,,Artificial Intelligence
,"['Ekaterina Shutova', 'Helen Yannakoudakis', 'Pushkar Mishra']",,,8,2019,Tackling Online Abuse: A Survey of Automated Abuse Detection Methods,arXiv:1908.06024 [cs],,,Artificial Intelligence
,"['Davide Testuggine', 'Pratik Ringshia', 'Amanpreet Singh', 'Vedanuj Goswami', 'Aravind Mohan', 'Hamed Firooz', 'Douwe Kiela']",,,5,2020,The Hateful Memes Challenge: Detecting Hate Speech in Multimodal Memes,arXiv:2005.04790 [cs],,,Artificial Intelligence
,"['Xavier Nieto', 'Cristian Canton Ferrer', 'Benet Oriol Sabat']",,,10,2019,Hate Speech in Pixels: Detection of Offensive Memes towards Automatic Moderation,arXiv:1910.02334 [cs],,,Artificial Intelligence
,"['Shivakant Mishra', 'Qin Lv', 'Richard Han', 'Rahat Ibn Rafiq', 'Sabrina Arredondo Mattson', 'Homa Hosseinmardi']",,,3,2015,Detection of Cyberbullying Incidents on the Instagram Social Network,arXiv:1503.03909 [cs],,,Artificial Intelligence
,"['Hao Li', 'Haoti Zhong']",,,,2016,Content-Driven Detection of Cyberbullying on the Instagram Social Network,International Joint Conference on Artificial Intelligence,,,Artificial Intelligence
,"['Goran Predovic', 'Eider Moore', 'Hao Ma', 'Reshef Shilon', 'Gargi Ghosh', 'Xiaochang Peng', 'Fan Yang']",10.18653/v1/W19-3502,,,2019,Exploring Deep Multimodal Fusion of Text and Photo for Hate Speech Classification,Proceedings of the Third Workshop on Abusive Language Online,,,Artificial Intelligence
,"['Deb Roy', 'Hugo Larochelle', 'Prashanth Vijayaraghavan']",,,,2019,Interpretable Multi-Modal Hate Speech Detection,,,,Artificial Intelligence
,"['Xiaodan Zhu', 'Stan Matwin', 'Qiong Zhang', 'Huasha Zhao', 'Stephen Obadinma', 'Xiaoyu Yang']",,,12,2020,SemEval-2020 Task 5: Counterfactual Recognition,Proceedings of the Fourteenth Workshop on Semantic Evaluation,,,Artificial Intelligence
,A. L. Samuel,10.1147/rd.441.0206,,1,2000,Some studies in machine learning using the game of checkers,IBM Journal of Research and Development,,,Artificial Intelligence
,"['Maurice Tchuente', 'Gaoussou Camara', 'Azanzi Jiomekong']",,https://www.degruyter.com/document/doi/10.1515/comp-2019-0013/html,,2019,Extracting ontological knowledge from Java source code using Hidden Markov Models,Open Computer Science ,,,Artificial Intelligence
,"['Marko Robnik-Šikonja', 'Blaž Škrlj', 'Nada Lavrač']",10.1007/s10994-020-05890-8,,6,2020,Propositionalization and embeddings: two sides of the same coin,Machine learning,,,Artificial Intelligence
,"['Jose Maria Parente de Oliveira', 'Gustavo de Assis Costa']",10.1109/aike.2018.00024,https://www.computer.org/csdl/proceedings-article/aike/2018/955500a110/17D45XacGiL,9,2018,Towards Exploring Literals to Enrich Data Linking in Knowledge Graphs,2018 IEEE First International Conference on Artificial Intelligence and Knowledge Engineering (AIKE),,,Artificial Intelligence
,"['José Maria Parente De Oliveira', 'Gustavo De Assis Costa']",,,,2014,A Relational Learning Approach for Collective Entity Resolution in the Web of Data,Proceedings of the 5th International Conference on Consuming Linked Data - Volume 1264,,,Artificial Intelligence
,"['José Maria Parente de Oliveira', 'Gustavo de Assis Costa']",10.1145/3282373.3282415,https://dl.acm.org/doi/10.1145/3282373.3282415,11,2018,Linguistic Frames as Support for Entity Alignment in Knowledge Graphs,Proceedings of the 20th International Conference on Information Integration and Web-based Applications & Services,,,Artificial Intelligence
,"['Jose Maria Parente De Oliveira', 'Gustavo De Assis Costa']",10.1109/aina.2016.23,https://ieeexplore.ieee.org/document/7474218,3,2016,A Blocking Scheme for Entity Resolution in the Semantic Web,2016 IEEE 30th International Conference on Advanced Information Networking and Applications (AINA),,,Artificial Intelligence
,"['Halil Kilicoglu', 'Janina Sarol', 'Haoyang Liu']",,,8,2021,UIUC_BioNLP at SemEval-2021 Task 11: A Cascade of Neural Models for Structuring Scholarly NLP Contributions,ACL Anthology,,,Artificial Intelligence
,"['Lili Shan', 'Chengjie Sun', 'Lei Lin', 'Changhong He', 'Yu Su', 'Genyu Zhang']",,,8,2021,ITNLP at SemEval-2021 Task 11: Boosting BERT with Sampling and Adversarial Training for Knowledge Extraction,ACL Anthology,,,Artificial Intelligence
,"['Ashutosh Modi', 'Sajal Chaurasia', 'Shashank Shailabh']",,,8,2021,KnowGraph@IITK at SemEval-2021 Task 11: Building Knowledge Graph for NLP Research,ACL Anthology,,,Artificial Intelligence
,"['Liang He', 'Qin Chen', 'Zhiwei Wang', 'Jing Ling', 'Jiawei Liu', 'Jiaju Lin']",,,8,2021,ECNUICA at SemEval-2021 Task 11: Schema based Information Extraction Pipeline,ACL Antology,,,Artificial Intelligence
,"['Phil Gooch', 'Suraj Patwal', 'Tirthankar Ghosal', 'Sandeep Kumar', 'Hardik Arora']",,,8,2021,INNOVATORS at SemEval-2021 Task 11: NLP Contribution Graph Challenge,ACL Anthology,,,Artificial Intelligence
,Anna Martin,,,8,2021,Duluth at SemEval-2021 Task 11: Applying deBERTa to contributing sentence selection and dependency parsing for entity extraction,ACL Anthology,,,Artificial Intelligence
,"['Xuejie Zhang', 'Jin Wang', 'Xinge Ma']",,,8,2021,YNU-HPCC at SemEval-2021 Task 11: Using a BERT Model to Extract Contributions from NLP Scholarly Articles,ACL Anthology,,,Artificial Intelligence
,"['Ted Pedersen', 'Sören Auer', 'Jennifer D’Souza']",,,8,,Task 11 at SemEval-2021: NLPContributionGraph - Structuring Scholarly NLP Contributions for a Research Knowledge Graph,"['ACL Anthology', 'ACL Anthology']",,,Artificial Intelligence
,"['Ted Pedersen', 'Sören Auer', 'Jennifer D’Souza']",,,8,,Task 11 at SemEval-2021: NLPContributionGraph - Structuring Scholarly NLP Contributions for a Research Knowledge Graph,"['ACL Anthology', 'ACL Anthology']",,,Artificial Intelligence
,"['Gill Bejerano', 'Maximilian Haeussler', 'Jonathan A. Bernstein', 'David N. Cooper', 'Peter D. Stenson', 'Karthik A. Jagadeesh', 'Andrew P. Tierno', 'Luisa M. T. Galhardo', 'Laura E. Hayward', 'Cole A. Deisseroth', 'Johannes Birgmeier']",10.1038/s41436-019-0643-6,https://www.nature.com/articles/s41436-019-0643-6,8,2019,"AVADA: toward automated pathogenic variant evidence retrieval
directly from the full-text literature",Genetics in Medicine,,,Artificial Intelligence
,"['Ricardo Usbeck', 'Axel-Cyrille Ngonga Ngomo', 'Srividya Bansal', 'Ram G Athreya']",,https://arxiv.org/abs/2004.13843,4,2020,Template-based Question Answering using Recursive Neural Networks,,,,Artificial Intelligence
,"['Yuji Matsumoto', 'Masashi Shimbo', 'Hidekazu Oiwa', 'Takuo Hamaguchi']",10.1527/tjsai.f-h72,,,2018,Knowledge Base Completion with Out-of-Knowledge-Base Entities: A Graph Neural Network Approach,Transactions of the Japanese Society for Artificial Intelligence,,,Artificial Intelligence
,"['Chris Dyer', 'Kazuya Kawakami', 'Sandeep Subramanian', 'Miguel Ballesteros', 'Guillaume Lample']",10.18653/v1/n16-1030,,,2016,Neural Architectures for Named Entity Recognition,Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,,,Artificial Intelligence
,,,https://arxiv.org/abs/1809.02193,,2018,Logical rule induction and theory learning using neural theorem proving,,,,Artificial Intelligence
,,10.1007/978-3-319-07443-6_23,,,2014,Looking for clusters explanations in a labyrinth of linked data,,,,Artificial Intelligence
,,,https://ebiquity.umbc.edu/_file_directory_/papers/524.pdf,,2010,Using linked data to interpret tables,,,,Artificial Intelligence
,,10.1007/978-3-642-30284-8_44,,,2012,Generating possible interpretations for statistics from linked open data,,,,Artificial Intelligence
,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3900210/,,2013,Linked data and online classifications to organise mined patterns in patient data,,,,Artificial Intelligence
,,10.1145/2460296.2460327,,,2013,"Interpreting data mining results with linked data for learning analytics: motivation, case study and direction",,,,Artificial Intelligence
,,10.1109/NCM.2009.131,,,2009,Semantic text mining with linked data,,,,Artificial Intelligence
,,10.1007/s10844-013-0292-1,,,2014,Semantic subgroup explanations,,,,Artificial Intelligence
,,,https://ailab.ijs.si/dunja/SiKDD2010/Papers/KraljNovak_Final.pdf,,2009,Towards semantic data mining with g-segs,,,,Artificial Intelligence
,,10.1109/tkde.2010.29,,,2010,Knowledge-based interactive postmining of association rules using ontologies,,,,Artificial Intelligence
,,10.1007/11908678_11,,,2005,"Ontology-enhanced association mining,",,,,Artificial Intelligence
,,,https://arxiv.org/abs/1112.1734,,2011,Using taxonomies to facilitate the analysis of the association rules,,,,Artificial Intelligence
,,,http://ceur-ws.org/Vol-868/paper3.pdf,,2012,"Combining data mining and ontology engineering to enrich ontologies and linked data.,",,,,Artificial Intelligence
,,10.1186/1471-2105-12-351,,,2011,Knowledge engineering tools for reasoning with scientific observations and interpretations: a neural connectivity use case,,,,Artificial Intelligence
,,10.1007/bf00993103,,,1993,Extracting refined rules from knowledge-based neural networks,,,,Artificial Intelligence
,,10.1016/j.procs.2018.09.020,,,2018,"Enhancing explanations in recommender systems with knowledge graphs,",,,,Artificial Intelligence
,,10.1145/2959100.2959173,,,2016,Explod: a framework for explaining recommendations based on the linked open data cloud,,,,Artificial Intelligence
,,10.1145/3209978.3210017,,,2018,Improving sequential recommendation with knowledge-enhanced memory networks,,,,Artificial Intelligence
,,10.1145/3270323.3270327,,,2018,Knowledge-aware autoencoders for explainable recommender systems,,,,Artificial Intelligence
,,10.3390/a11090137,,,2018,Learning heterogeneous knowledge base embeddings for explainable recommendation,,,,Artificial Intelligence
,,10.1145/3178876.3186175,,,2018,Deep knowledge-aware network for news recommendation,,,,Artificial Intelligence
,,,https://arxiv.org/abs/1805.10587,,2018,Semantic explanations of predictions,,,,Artificial Intelligence
