abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Soroush Modabberi', ' H. Asadi', 'Fatemeh Rastmanesh', 'F. Moore']",10.1080/01431160701418989,https://www.tandfonline.com/doi/abs/10.1080/01431160701418989?journalCode=tres20,5,2008,"Mapping mineralogical alteration using principal-component analysis and matched filter processing in the Takab area, north-west Iran, from ASTER data","['International Journal of Remote Sensing', 'International Journal of Remote Sensing', 'International Journal of Remote Sensing']","(['General Earth and Planetary Sciences'],)",,Geology
,"['Richard Gloaguen', 'Behnood Rasti', 'Robert Jackisch', 'Moritz Kirsch', 'Pedram Ghamisi', 'Sandra Lorenz']",10.1016/j.rse.2020.112129,https://www.sciencedirect.com/science/article/abs/pii/S0034425720305022,10,2020,Feature extraction for hyperspectral mineral domain mapping: A test of conventional and innovative methods,"['Remote Sensing of Environment', 'Remote Sensing of Environment', 'Remote Sensing of Environment', 'Remote Sensing of Environment', 'Remote Sensing of Environment', 'Remote Sensing of Environment', 'Remote Sensing of Environment']","(['Computers in Earth Sciences', 'Geology', 'Soil Science'],)",,Geology
,"['Rahul Dev Garg', 'Prateek Tripathi']",10.1117/1.jrs.15.036502,https://doi.org/10.1117/1.JRS.15.036502,7,2021,"Integration of Raman, emission, and reflectance spectroscopy for earth and lunar mineralogy",Journal of Applied Remote Sensing,"(['General Earth and Planetary Sciences'],)",,Geology
,"[' Lucie Koucka', 'Veronika Kopackova']",10.3390/rs9101006,https://www.mdpi.com/2072-4292/9/10/1006,9,2017,Integration of Absorption Feature Information from Visible to Longwave Infrared Spectral Ranges for Mineral Mapping,['Remote Sensing'],"(['General Earth and Planetary Sciences'],)",,Geology
,"[' Shawn P. Wright', ' Pascal Lee', ' Gordon R. Osinski', ' Jeffrey E. Moersh', 'Livio L. Tornabene']",10.1111/j.1945-5100.2005.tb00149.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1945-5100.2005.tb00149.x,7,2005,"Spaceborne visible and thermal infrared lithologic mapping of impact-exposed subsurface lithologies at the Haughton impact structure, Devon Island, Canadian High Arctic: Applications to Mars",Meteorites and Planetary Science,"(['Space and Planetary Science', 'Geophysics'],)",,Geology
,"['S. Das', ' K. Sen', ' P. Chauhan', ' A. Dagar', ' H. Moitra', ' A.D. Shukla', ' S. Bhattacharya', ' D. Ray', ' T. Nirmal Kumar', ' S. Sarkar', 'Naveen']",10.1016/j.pss.2018.12.007,https://doi.org/10.1016/j.pss.2018.12.007,1,2019,"Mineralogy and spectroscopy (VIS near infrared and micro-Raman) of chromite from Nidar ophiolite complex, SE Ladakh, India: Implications for future planetary exploration",Planetary and Space Science,"(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,Geology
,"[' S.Gupta', ' S.Bhattacharya', ' A.D.Shukla', ' D.K.Panda', ' D.Ray', ' S.Sarkar', ' H.Moitra', 'S.Baliyan']",10.1016/j.chemer.2020.125729,https://doi.org/10.1016/j.chemer.2020.125729,4,2021,Mineralogy and spectroscopy (visible near infrared and Fourier Transform Infrared) of Mukundpura CM2: Implications for asteroidal aqueous alteration,Geochemistry,"(['Geochemistry and Petrology', 'Geophysics'],)",,Geology
,"[' Satadru Bhattacharya', ' K.S.Sajinkumar', ' M.N.Praveen', ' V.J.Rajesh', 'Shubhonkar Paramanick']",10.1016/j.chemgeo.2020.120043,https://doi.org/10.1016/j.chemgeo.2020.120043,8,2021,"Spectral and Chemical Characterization of Copiapite and Rozenite from Padinjarathara in Wayanad, Southern India: Implications for Mars Exploration",Chemical Geology,"(['Geochemistry and Petrology', 'Geology'],)",,Geology
,"['Chi Zhang', 'Derrick Xie', 'Zengguang Xu', 'Yanqing Wu', 'Ronggao Qin']",10.1016/j.apgeochem.2013.01.001,http://dx.doi.org/10.1016/j.apgeochem.2013.01.001,4,2013,"Assessing the impact of natural and anthropogenic activities on groundwater quality in coastal alluvial aquifers of the lower Liaohe River Plain, NE China",Applied Geochemistry,"(['Geochemistry and Petrology', 'Pollution', 'Environmental Chemistry'],)",,Geochemistry
,"['S. Hoernes', 'H. S. van Niekerk', 'N. J. Beukes', 'J. Gutzmer', 'A. Pack']",10.2113/gsecongeo.95.1.203,http://dx.doi.org/10.2113/gsecongeo.95.1.203,1,2000,"Supergene Ferromanganese Wad Deposits Derived from Permian Karoo Strata along the Late Cretaceous-Mid-Tertiary African Land Surface, Ryedale, South Africa",Economic Geology,"(['Economic Geology', 'Geochemistry and Petrology', 'Geology', 'Geophysics'],)",,Geochemistry
,"['Z. SHIRBAND', 'H. TALEBI', 'M. H. HEIDARI FARD', 'M. SHAYESTEH', 'A. TELMADARREIE', 'H. AMIRI BAKHTIAR']",10.1080/10916461003620495,https://doi.org/10.1080/10916461003620495,0,2010,"Estimating Total Organic Carbon Content and Source Rock Evaluation, Applying logR and Neural Network Methods: Ahwaz and Marun Oilfields, SW of Iran",Petroleum Science and Technology,"(['Geotechnical Engineering and Engineering Geology', 'Energy Engineering and Power Technology', 'Fuel Technology', 'General Chemical Engineering', 'General Chemistry'],)",,Geophysics and Seismology
,"['Mark A.Williamson', 'ZehuiHuang']",Artificial neural network modelling as an aid to source rock characterization,https://doi.org/10.1016/0264-8172(95)00062-3,3,1996,Artificial neural network modelling as an aid to source rock characterization,Marine and Petroleum Geology,,,Geophysics and Seismology
"Total organic carbon (TOC) is the amount of carbon present in an organic compound and is often used as an essential factor for unconventional shale resources evaluation. The previous models for TOC determination were either based on density log data only and considered the presence of organic matter is proportional to the bulk density, or based on resistivity log, sonic or density logs as well as the formation level of maturity (LOM), where these models assumed a linear relation between resistivity and porosity logs. The average absolute deviation (ADD) of the previous model was not less than 1.20wt% of TOC with a coefficient of determination (R2) of less than 0.85.               The objective of this research is to develop new empirical correlation to determine the TOC based on well logs using artificial neural network for Barnett shale formation. Core TOC data (442 data point) and well logs (resistivity, gamma ray, sonic transit time, and bulk density) were used to develop the ANN model. For the first time, the ANN model will change to a white box by extracting the weights and biases of the model to form the empirical equation.               The results obtained showed that TOC is strong function of bulk density, and moderate function of gamma ray, compressional sonic time, and week function of deep resistivity. The developed ANN model is able to predict the TOC based on conventional log data with high accuracy (the ADD is 0.91wt% of TOC and R2 between estimated and actual TOC is 0.93). The developed empirical equation for TOC determination from the ANN model outperformed the previous available models, which had an ADD of 1.20 wt% or more and R2 of less than 0.85. The developed TOC model and equation can be applied using simple computer without the need for a specific software.               The novelty of this new research is the simplicity and high accuracy of the developed model for estimating the total organic carbon based on conventional log data. The developed empirical equation will help the geologists and reservoir engineers to predict the TOC without the need for hard lab work or complicated softwares.","['Abdulwahab Ali', 'Mohamed Omar Ibrahim', 'Mohamed Mahmoud', 'Abdulazeez Abdulraheem', 'Salaheldin ElKatatny', 'Ahmed Abdulhamid Mahmoud']",10.2118/188016-ms,https://doi.org/10.2118/188016-MS,0,2017,New Technique to Determine the Total Organic Carbon Based on Well Logs Using Artificial Neural Network (White Box),"['Day 3 Wed, April 26, 2017']","([],)",,Geophysics and Seismology
,"['Debashish Sengupta', 'Vishal Kumar Vikram ', 'Sanjukta De']",10.1080/10916466.2019.1578798, https://doi.org/10.1080/10916466.2019.1578798,3,2019,"Application of support vector regression analysis to estimate total organic carbon content of Cambay shale in Cambay basin, India – a case study",Petroleum Science and Technology,"(['Geotechnical Engineering and Engineering Geology', 'Energy Engineering and Power Technology', 'Fuel Technology', 'General Chemical Engineering', 'General Chemistry'],)",,Geophysics and Seismology
,"['Emmanuel Arthur', 'Kwame Agyei Frimpong', 'Emmanuel Amoakwah']",10.2136/sssaj2017.04.0112,http://dx.doi.org/10.2136/sssaj2017.04.0112,9,2017,Corn Cob Biochar Improves Aggregate Characteristics of a Tropical Sandy Loam,Soil Science Society of America Journal,"(['Soil Science'],)",,Soil Science
,"['E. Arthur', 'D. Okae-Anti', 'K.A. Frimpong', 'E. Amoakwah']",10.1016/j.geoderma.2017.08.025,http://dx.doi.org/10.1016/j.geoderma.2017.08.025,12,2017,"Soil water retention, air flow and pore structure characteristics after corn cob biochar application to a tropical sandy loam",Geoderma,"(['Soil Science'],)",,Soil Science
,"['Rafiq Islam', 'Sanjai J. Parikh', 'Kwame A. Frimpong', 'Emmanuel Arthur', 'Emmanuel Amoakwah']",10.1007/s11368-019-02547-5,http://dx.doi.org/10.1007/s11368-019-02547-5,1,2020,Soil organic carbon storage and quality are impacted by corn cob biochar application on a tropical sandy loam,Journal of Soils and Sediments,"(['Stratigraphy', 'Earth-Surface Processes'],)",,Soil Science
,"['Khandakar Rafiq Islam', 'Mursheda Ali', 'D. K. Essumang', 'Eric Asamoah', 'Mohammad Arifur Rahman', 'Shamim Ahsan', 'Emmanuel Amoakwah']",10.1080/15320383.2020.1777936,http://dx.doi.org/10.1080/15320383.2020.1777936,6,2020,Assessment of Heavy Metal Pollution of Soil-water-vegetative Ecosystems Associated with Artisanal Gold Mining,"['Soil and Sediment Contamination: An International Journal', 'Soil and Sediment Contamination: An International Journal']","(['Health, Toxicology and Mutagenesis', 'Pollution', 'Soil Science', 'Environmental Chemistry'],)",,Soil Science
,"['Khandakar Rafiq Islam', 'Mursheda Ali', 'D. K. Essumang', 'Eric Asamoah', 'Mohammad Arifur Rahman', 'Shamim Ahsan', 'Emmanuel Amoakwah']",10.1080/15320383.2020.1777936,http://dx.doi.org/10.1080/15320383.2020.1777936,6,2020,Assessment of Heavy Metal Pollution of Soil-water-vegetative Ecosystems Associated with Artisanal Gold Mining,"['Soil and Sediment Contamination: An International Journal', 'Soil and Sediment Contamination: An International Journal']","(['Health, Toxicology and Mutagenesis', 'Pollution', 'Soil Science', 'Environmental Chemistry'],)",,Soil Science
,"['Khandakar R. ISLAM', 'Nataliia Oleksandrivna DİDENKO', 'Rousseau DJOUAKA', 'Kwabena A. NKETİA', 'Mohammad A. RAHMAN', 'Emmanuel AMOAKWAH']",10.18393/ejss.843861,http://dx.doi.org/10.18393/ejss.843861,4,2021,Impact of deforestation and subsequent land-use change on soil quality,EURASIAN JOURNAL OF SOIL SCIENCE (EJSS),"(['Plant Science', 'Soil Science', 'Environmental Science (miscellaneous)', 'Agronomy and Crop Science'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
"Catch crops increase plant species richness in crop rotations, but are most often grown as pure stands. Here, we investigate the impacts of increasing plant diversity in catch crop rotations on rhizosphere C input and microbial utilization. Mustard (Sinapis alba L.) planted as a single cultivar was compared to diversified catch crop mixtures of four (Mix4) or 12 species (Mix12). We traced the C transfer from shoots to roots towards the soil microbial community and the soil respiration in a 13C pulse labelling field experiment. Net CO2-C uptake from the atmosphere increased by two times in mix 4 and more than three times in mix 12. Higher net ecosystem C production was linked to increasing catch crop diversity and increased belowground transfer rates of recently fixed photoassimilates. The higher rhizosphere C input stimulated the growth and activity of the soil microbiome, which was investigated by phospholipid fatty acid (PLFA) analyses. Total microbial biomass increased from 14 to 22 g m−2 as compared to the fallow and was 18 and 8% higher for mix 12 and mix 4 as compared to mustard. In particular, the fungal and actinobacterial communities profited the most from the higher belowground C input and their biomass increased by 3.4 and 1.3 times as compared to the fallow. The residence time of the 13C pulse, traced in the CO2 flux from the soil environment, increased with plant diversity by up to 1.8 times. The results of this study suggest positive impacts of plant diversity on C cycling by higher atmospheric C uptake, higher transport rates towards the rhizosphere, higher microbial incorporation and prolonged residence time in the soil environment. We conclude that diversified catch crop mixtures improve the efficiency of C cycling in cropping systems and provide a promising tool for sustainable soil management.","['Georg Guggenberger', 'Fabricio Camacho Céspedes', 'Thomas Hurek', 'Barbara Reinhold-Hurek', 'Bernhard Bauer', 'Jonas Groß', 'Ulf Feuerstein', 'Dörte Schweneker', 'Nicolaus von Wirén', 'Diana Heuermann', 'Juan Daniel Kennedy Batalla', ' Jens Boy', 'Norman Gentsch']",10.1007/s00374-020-01475-8,http://dx.doi.org/10.1007/s00374-020-01475-8,0,2020,Catch crop diversity increases rhizosphere carbon input and soil microbial biomass,Biology and Fertility of Soils,"(['Soil Science', 'Agronomy and Crop Science', 'Microbiology'],)",,Soil Science
,"['Bettina Grün', 'Kurt Hornik']",10.1016/j.jmaa.2013.05.070,http://dx.doi.org/10.1016/j.jmaa.2013.05.070,12,2013,Amos-type bounds for modified Bessel function ratios,['Journal of Mathematical Analysis and Applications'],"(['Applied Mathematics', 'Analysis'],)",,Algebra
,"['Ned Djilali', 'Andrew Rowe', 'Muhamamd Awais', 'Piotr Magnuszewski', 'Barbara Willaarts', 'Nithiyanandam Yogeswaran', 'Ansir Ilyas', 'Abubakr Muhammad', 'Afreen Siddiqui', 'Edward Byers', 'Keywan Riahi', 'Simon Parkinson ', 'Adriano Vinca']",10.1038/s41893-020-00654-7,https://www.nature.com/articles/s41893-020-00654-7?proof=t,1,0,Transboundary cooperation a potential route to sustainable development in the Indus basin,Nature Sustainability,"(['Management, Monitoring, Policy and Law', 'Nature and Landscape Conservation', 'Urban Studies', 'Renewable Energy, Sustainability and the Environment', 'Ecology', 'Geography, Planning and Development', 'Food Science', 'Global and Planetary Change'],)",,Analysis
